sheet,Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
Year 2010-2011,540355,22834,HAND WARMER BABUSHKA DESIGN,4,2011-01-06 15:11:00,5.06,,United Kingdom
Year 2010-2011,540365,22504,CABIN BAG VINTAGE RETROSPOT,1,2011-01-06 16:12:00,29.95,12413.0,France
Year 2010-2011,540372,20679,EDWARDIAN PARASOL RED,3,2011-01-06 16:41:00,5.95,13081.0,United Kingdom
Year 2010-2011,C540417,20712,JUMBO BAG WOODLAND ANIMALS,-30,2011-01-07 10:56:00,1.95,13680.0,United Kingdom
Year 2010-2011,540457,22783,SET 3 WICKER OVAL BASKETS W LIDS,4,2011-01-07 12:26:00,7.95,14217.0,United Kingdom
Year 2010-2011,540458,21447,12 IVORY ROSE PEG PLACE SETTINGS,12,2011-01-07 12:28:00,1.25,12501.0,Germany
Year 2010-2011,540473,84992,72 SWEETHEART FAIRY CAKE CASES,4,2011-01-07 14:31:00,0.55,17284.0,United Kingdom
Year 2010-2011,540509,22899,CHILDREN'S APRON DOLLY GIRL ,5,2011-01-09 11:27:00,2.1,14800.0,United Kingdom
Year 2010-2011,540511,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,7,2011-01-09 11:34:00,0.85,14472.0,United Kingdom
Year 2010-2011,540511,21755,LOVE BUILDING BLOCK WORD,1,2011-01-09 11:34:00,5.95,14472.0,United Kingdom
Year 2010-2011,540531,20718,RED RETROSPOT SHOPPER BAG,1,2011-01-09 14:03:00,1.25,16549.0,United Kingdom
Year 2010-2011,C540535,20724,RED RETROSPOT CHARLOTTE BAG,-1,2011-01-09 14:17:00,0.85,15005.0,United Kingdom
Year 2010-2011,540550,21625,VINTAGE UNION JACK APRON,3,2011-01-10 09:11:00,6.95,12539.0,Spain
Year 2010-2011,540551,21555,CERAMIC STRAWBERRY TRINKET TRAY,3,2011-01-10 09:43:00,2.51,,United Kingdom
Year 2010-2011,540644,21870,I CAN ONLY PLEASE ONE PERSON MUG,12,2011-01-10 14:16:00,1.25,16303.0,United Kingdom
Year 2010-2011,540647,37446,MINI CAKE STAND WITH HANGING CAKES,1,2011-01-10 14:57:00,1.45,17406.0,United Kingdom
Year 2010-2011,540798,47566,PARTY BUNTING,1,2011-01-11 12:11:00,4.65,17365.0,United Kingdom
Year 2010-2011,540839,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,2011-01-11 15:42:00,2.95,16791.0,United Kingdom
Year 2010-2011,540848,20770,ABSTRACT CIRCLE JOURNAL ,1,2011-01-12 09:26:00,2.51,,United Kingdom
Year 2010-2011,540906,22560,TRADITIONAL MODELLING CLAY,48,2011-01-12 11:51:00,1.06,16701.0,United Kingdom
Year 2010-2011,540995,gift_0001_20,Dotcomgiftshop Gift Voucher £20.00,1,2011-01-13 09:30:00,16.67,,United Kingdom
Year 2010-2011,541006,21755,LOVE BUILDING BLOCK WORD,6,2011-01-13 10:43:00,5.95,13993.0,United Kingdom
Year 2010-2011,541014,20828,GLITTER BUTTERFLY CLIPS,3,2011-01-13 11:54:00,2.55,14085.0,United Kingdom
Year 2010-2011,541015,37448,CERAMIC CAKE DESIGN SPOTTED MUG,12,2011-01-13 11:57:00,1.49,16315.0,United Kingdom
Year 2010-2011,541038,22228,BUNNY WOODEN PAINTED WITH BIRD ,3,2011-01-13 12:10:00,0.85,16395.0,United Kingdom
Year 2010-2011,541088,22983,CARD BILLBOARD FONT,12,2011-01-13 12:41:00,0.42,15513.0,United Kingdom
Year 2010-2011,C541092,22700,BLACK AND WHITE DOG BOWL,-6,2011-01-13 12:56:00,0.85,13473.0,United Kingdom
Year 2010-2011,541094,10002,INFLATABLE POLITICAL GLOBE ,11,2011-01-13 13:36:00,0.85,13246.0,United Kingdom
Year 2010-2011,541123,85187,S/12 MINI RABBIT EASTER,6,2011-01-14 09:52:00,1.65,13385.0,United Kingdom
Year 2010-2011,541286,21531,RED RETROSPOT SUGAR JAM BOWL,2,2011-01-17 13:08:00,2.55,13982.0,United Kingdom
Year 2010-2011,541421,22430,ENAMEL WATERING CAN CREAM,1,2011-01-17 17:44:00,9.96,,United Kingdom
Year 2010-2011,541505,BANK CHARGES,Bank Charges,1,2011-01-18 15:58:00,15.0,15939.0,United Kingdom
Year 2010-2011,541522,21355,TOAST ITS - I LOVE YOU ,12,2011-01-19 09:54:00,1.25,17419.0,United Kingdom
Year 2010-2011,541564,22433,WATERING CAN GREEN DINOSAUR,2,2011-01-19 11:38:00,1.95,16904.0,United Kingdom
Year 2010-2011,541570,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,60,2011-01-19 12:34:00,2.1,14646.0,Netherlands
Year 2010-2011,541696,90161C,ANT COPPER LIME BOUDICCA BRACELET,1,2011-01-20 18:08:00,4.98,,United Kingdom
Year 2010-2011,541698,21930,JUMBO STORAGE BAG SKULLS,2,2011-01-20 19:16:00,1.95,14713.0,United Kingdom
Year 2010-2011,541756,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,48,2011-01-21 11:42:00,3.75,12664.0,Finland
Year 2010-2011,541756,84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,36,2011-01-21 11:42:00,3.75,12664.0,Finland
Year 2010-2011,541795,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,2,2011-01-21 13:47:00,3.75,14692.0,United Kingdom
Year 2010-2011,541827,22279,POCKET BAG BLUE PAISLEY RED SPOT,13,2011-01-21 17:05:00,0.83,,United Kingdom
Year 2010-2011,541838,22078,RIBBON REEL LACE DESIGN ,5,2011-01-23 10:43:00,2.1,12916.0,United Kingdom
Year 2010-2011,541849,20973,12 PENCIL SMALL TUBE WOODLAND,2,2011-01-23 13:34:00,0.65,13230.0,United Kingdom
Year 2010-2011,541864,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,32,2011-01-23 16:17:00,2.55,13798.0,United Kingdom
Year 2010-2011,541880,20723,STRAWBERRY CHARLOTTE BAG,20,2011-01-24 10:38:00,0.85,13819.0,United Kingdom
Year 2010-2011,542000,47566B,TEA TIME PARTY BUNTING,5,2011-01-25 10:49:00,4.65,14257.0,United Kingdom
Year 2010-2011,542103,22933,BAKING MOULD EASTER EGG MILK CHOC,6,2011-01-25 13:26:00,2.95,13198.0,United Kingdom
Year 2010-2011,542107,22822,CREAM WALL PLANTER HEART SHAPED,2,2011-01-25 13:38:00,5.95,16222.0,United Kingdom
Year 2010-2011,542152,22386,JUMBO BAG PINK POLKADOT,10,2011-01-26 10:33:00,1.95,13534.0,United Kingdom
Year 2010-2011,542227,21314,SMALL GLASS HEART TRINKET POT,8,2011-01-26 13:33:00,2.1,14243.0,United Kingdom
Year 2010-2011,542344,22460,EMBOSSED GLASS TEALIGHT HOLDER,2,2011-01-27 11:30:00,2.46,,United Kingdom
Year 2010-2011,542347,22669,RED BABY BUNTING ,5,2011-01-27 12:06:00,2.95,12826.0,United Kingdom
Year 2010-2011,542351,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,12,2011-01-27 12:13:00,0.85,14560.0,United Kingdom
Year 2010-2011,542373,22960,JAM MAKING SET WITH JARS,12,2011-01-27 13:38:00,3.75,16767.0,United Kingdom
Year 2010-2011,542373,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,6,2011-01-27 13:38:00,2.95,16767.0,United Kingdom
Year 2010-2011,542398,90016B,GOLD/M.O.P PENDANT ORBIT NECKLACE,1,2011-01-27 15:36:00,8.5,13174.0,United Kingdom
Year 2010-2011,542399,21947,SET OF 6 HEART CHOPSTICKS,2,2011-01-27 15:38:00,1.25,15549.0,United Kingdom
Year 2010-2011,542420,21213,PACK OF 72 SKULL CAKE CASES,2,2011-01-27 18:05:00,0.55,17180.0,United Kingdom
Year 2010-2011,542521,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,3,2011-01-28 12:28:00,2.95,17965.0,United Kingdom
Year 2010-2011,542607,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,4,2011-01-30 13:48:00,1.25,13148.0,United Kingdom
Year 2010-2011,542616,21135,VICTORIAN  METAL POSTCARD SPRING,8,2011-01-30 15:40:00,1.69,16816.0,United Kingdom
Year 2010-2011,542622,22624,IVORY KITCHEN SCALES,1,2011-01-31 09:09:00,16.63,,United Kingdom
Year 2010-2011,542662,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,2011-01-31 12:10:00,1.25,18145.0,United Kingdom
Year 2010-2011,542713,21137,BLACK RECORD COVER FRAME,4,2011-01-31 13:27:00,3.75,12668.0,Germany
Year 2010-2011,542898,22083,PAPER CHAIN KIT RETROSPOT,1,2011-02-01 14:01:00,2.95,16110.0,United Kingdom
Year 2010-2011,C542913,21041,RED RETROSPOT OVEN GLOVE DOUBLE,-1,2011-02-01 15:57:00,2.95,16779.0,United Kingdom
Year 2010-2011,542921,22379,RECYCLING BAG RETROSPOT ,100,2011-02-02 07:58:00,1.85,15838.0,United Kingdom
Year 2010-2011,543020,22630,DOLLY GIRL LUNCH BOX,2,2011-02-02 14:29:00,1.95,15005.0,United Kingdom
Year 2010-2011,543021,79000,MOROCCAN TEA GLASS,12,2011-02-02 14:36:00,0.85,15421.0,United Kingdom
Year 2010-2011,543040,20725,LUNCH BAG RED RETROSPOT,3,2011-02-02 17:06:00,1.65,17337.0,United Kingdom
Year 2010-2011,543108,22072,RED RETROSPOT TEA CUP AND SAUCER ,6,2011-02-03 12:37:00,3.75,14085.0,United Kingdom
Year 2010-2011,543111,22629,SPACEBOY LUNCH BOX ,2,2011-02-03 12:44:00,1.95,15719.0,United Kingdom
Year 2010-2011,543111,82581,TOILET METAL SIGN,1,2011-02-03 12:44:00,0.55,15719.0,United Kingdom
Year 2010-2011,543113,22708,WRAP DOLLY GIRL,25,2011-02-03 13:06:00,0.42,13047.0,United Kingdom
Year 2010-2011,543129,48194,DOORMAT HEARTS,2,2011-02-03 15:02:00,7.95,14540.0,United Kingdom
Year 2010-2011,543165,22195,LARGE HEART MEASURING SPOONS,1,2011-02-03 19:58:00,1.65,13230.0,United Kingdom
Year 2010-2011,543179,22359,GLASS JAR KINGS CHOICE,1,2011-02-04 10:32:00,2.95,12754.0,Japan
Year 2010-2011,543188,21936,RED RETROSPOT PICNIC BAG,10,2011-02-04 11:45:00,2.95,12567.0,France
Year 2010-2011,543199,22900, SET 2 TEA TOWELS I LOVE LONDON ,6,2011-02-04 12:40:00,2.95,13102.0,United Kingdom
Year 2010-2011,543245,22467,GUMBALL COAT RACK,1,2011-02-04 14:08:00,2.55,16725.0,United Kingdom
Year 2010-2011,543259,84612B,thrown away,-162,2011-02-04 16:07:00,0.0,,United Kingdom
Year 2010-2011,543275,21623,VINTAGE UNION JACK MEMOBOARD,1,2011-02-06 12:49:00,9.95,13584.0,United Kingdom
Year 2010-2011,543300,21041,RED RETROSPOT OVEN GLOVE DOUBLE,1,2011-02-07 11:42:00,2.95,13334.0,United Kingdom
Year 2010-2011,543306,21244,BLUE POLKADOT PLATE ,1,2011-02-07 11:56:00,1.69,16686.0,United Kingdom
Year 2010-2011,543355,22152,PLACE SETTING WHITE STAR,10,2011-02-07 13:50:00,0.42,16033.0,United Kingdom
Year 2010-2011,543367,21181,PLEASE ONE PERSON METAL SIGN,12,2011-02-07 14:33:00,2.1,18225.0,United Kingdom
Year 2010-2011,543392,84978,HANGING HEART JAR T-LIGHT HOLDER,72,2011-02-08 10:15:00,1.06,16839.0,United Kingdom
Year 2010-2011,543466,22482,BLUE TEA TOWEL CLASSIC DESIGN,12,2011-02-08 14:34:00,1.25,16713.0,United Kingdom
Year 2010-2011,543530,84988,SET OF 72 PINK HEART PAPER DOILIES,1,2011-02-09 12:46:00,2.92,,United Kingdom
Year 2010-2011,543542,22706,WRAP COWBOYS  ,25,2011-02-09 15:25:00,0.42,16607.0,United Kingdom
Year 2010-2011,543597,22477,WATERING CAN GARDEN MARKER,10,2011-02-10 12:32:00,1.25,12857.0,United Kingdom
Year 2010-2011,C543605,82486,WOOD S/3 CABINET ANT WHITE FINISH,-4,2011-02-10 14:11:00,8.95,13110.0,United Kingdom
Year 2010-2011,543653,22630,DOLLY GIRL LUNCH BOX,4,2011-02-11 10:26:00,1.95,14796.0,United Kingdom
Year 2010-2011,543808,21212,PACK OF 72 RETROSPOT CAKE CASES,2,2011-02-13 13:22:00,0.55,17454.0,United Kingdom
Year 2010-2011,543822,22893,MINI CAKE STAND T-LIGHT HOLDER,48,2011-02-14 09:24:00,0.42,12507.0,Spain
Year 2010-2011,543907,22937,BAKING MOULD CHOCOLATE CUPCAKES,4,2011-02-14 12:16:00,2.55,17346.0,United Kingdom
Year 2010-2011,543973,22260,FELT EGG COSY BLUE RABBIT ,2,2011-02-14 15:15:00,0.85,17571.0,United Kingdom
Year 2010-2011,543978,20726,LUNCH BAG WOODLAND,3,2011-02-14 15:37:00,1.65,12867.0,United Kingdom
Year 2010-2011,543997,17003,BROCADE RING PURSE ,36,2011-02-15 10:49:00,0.29,17348.0,United Kingdom
Year 2010-2011,544044,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,4,2011-02-15 12:05:00,3.75,14659.0,United Kingdom
Year 2010-2011,C544049,BANK CHARGES,Bank Charges,-1,2011-02-15 12:39:00,566.37,,United Kingdom
Year 2010-2011,544067,20762,GREEN FERN SKETCHBOOK ,3,2011-02-15 14:02:00,3.75,16431.0,United Kingdom
Year 2010-2011,544082,47422,ASSORTED MONKEY SUCTION CUP HOOK,2,2011-02-15 15:50:00,0.42,,United Kingdom
Year 2010-2011,544089,gift_0001_20,Dotcomgiftshop Gift Voucher £20.00,1,2011-02-15 17:51:00,16.67,,United Kingdom
Year 2010-2011,544094,22382,LUNCH BAG SPACEBOY DESIGN ,10,2011-02-16 09:11:00,1.65,15810.0,United Kingdom
Year 2010-2011,544102,72741,GRAND CHOCOLATECANDLE,9,2011-02-16 10:32:00,1.45,14665.0,United Kingdom
Year 2010-2011,544111,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,12,2011-02-16 11:18:00,3.75,16126.0,United Kingdom
Year 2010-2011,544160,22151,PLACE SETTING WHITE HEART,24,2011-02-16 12:49:00,0.42,16494.0,United Kingdom
Year 2010-2011,544281,POST,POSTAGE,1,2011-02-17 12:23:00,18.0,12500.0,Germany
Year 2010-2011,544286,21407,BROWN CHECK CAT DOORSTOP ,2,2011-02-17 12:29:00,4.25,13151.0,United Kingdom
Year 2010-2011,544353,22845,VINTAGE CREAM CAT FOOD CONTAINER,12,2011-02-18 10:32:00,5.55,18229.0,United Kingdom
Year 2010-2011,544409,22730,ALARM CLOCK BAKELIKE IVORY,4,2011-02-18 13:32:00,3.75,16265.0,United Kingdom
Year 2010-2011,544445,21424,WOODLAND STORAGE BOX LARGE ,2,2011-02-20 10:56:00,2.95,16746.0,United Kingdom
Year 2010-2011,544484,21584,RETROSPOT SMALL TUBE MATCHES,20,2011-02-21 11:10:00,1.65,15321.0,United Kingdom
Year 2010-2011,C544583,S,SAMPLES,-1,2011-02-21 14:48:00,4.59,,United Kingdom
Year 2010-2011,544586,22637,PIGGY BANK RETROSPOT ,4,2011-02-21 15:04:00,2.55,17338.0,United Kingdom
Year 2010-2011,C544587,PLATFORMFEE,PLATFORM FEE,-1,2011-02-21 15:07:00,5575.28,,United Kingdom
Year 2010-2011,C544589,PLATFORMFEE,PLATFORM FEE,-1,2011-02-21 15:11:00,5258.77,,United Kingdom
Year 2010-2011,544607,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-02-22 10:00:00,1.25,13862.0,United Kingdom
Year 2010-2011,544637,21975,PACK OF 60 DINOSAUR CAKE CASES,24,2011-02-22 11:20:00,0.55,16546.0,United Kingdom
Year 2010-2011,544688,22858,EASTER TIN KEEPSAKE,6,2011-02-23 08:29:00,1.65,18151.0,United Kingdom
Year 2010-2011,544790,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,4,2011-02-23 12:27:00,2.95,16940.0,United Kingdom
Year 2010-2011,544793,72232,FENG SHUI PILLAR CANDLE,1152,2011-02-23 12:41:00,0.19,13694.0,United Kingdom
Year 2010-2011,544795,22777,GLASS CLOCHE LARGE,3,2011-02-23 13:21:00,8.5,15858.0,United Kingdom
Year 2010-2011,544796,22822,CREAM WALL PLANTER HEART SHAPED,2,2011-02-23 13:37:00,5.95,16208.0,United Kingdom
Year 2010-2011,544802,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,8,2011-02-23 13:57:00,2.55,13149.0,United Kingdom
Year 2010-2011,544809,21621,VINTAGE UNION JACK BUNTING,1,2011-02-23 15:41:00,8.5,16692.0,United Kingdom
Year 2010-2011,544824,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12,2011-02-24 09:32:00,1.65,17139.0,United Kingdom
Year 2010-2011,544825,22374,AIRLINE BAG VINTAGE JET SET RED,12,2011-02-24 09:32:00,3.95,15606.0,United Kingdom
Year 2010-2011,544893,22698,PINK REGENCY TEACUP AND SAUCER,6,2011-02-24 12:01:00,2.95,17865.0,United Kingdom
Year 2010-2011,544996,22814,CARD PARTY GAMES ,12,2011-02-25 11:53:00,0.42,12474.0,Germany
Year 2010-2011,545031,20978,36 PENCILS TUBE SKULLS,16,2011-02-25 15:35:00,1.25,15990.0,United Kingdom
Year 2010-2011,545053,22250,DECORATION  BUTTERFLY  MAGIC GARDEN,1,2011-02-27 12:41:00,0.85,17516.0,United Kingdom
Year 2010-2011,545054,21823,PAINTED METAL HEART WITH HOLLY BELL,1,2011-02-27 12:41:00,1.45,14472.0,United Kingdom
Year 2010-2011,545054,84218,BOX/12 CHICK & EGG IN BASKET,2,2011-02-27 12:41:00,1.95,14472.0,United Kingdom
Year 2010-2011,545059,22694,WICKER STAR ,4,2011-02-27 13:04:00,2.1,14157.0,United Kingdom
Year 2010-2011,545073,47574A,ENGLISH ROSE SCENTED HANGING FLOWER,3,2011-02-28 09:26:00,4.25,14036.0,United Kingdom
Year 2010-2011,545073,48129,DOORMAT TOPIARY,2,2011-02-28 09:26:00,7.95,14036.0,United Kingdom
Year 2010-2011,545148,22293,HANGING CHICK GREEN DECORATION,24,2011-02-28 12:14:00,1.45,13675.0,United Kingdom
Year 2010-2011,545188,22100,SKULLS SQUARE TISSUE BOX,1,2011-02-28 15:19:00,1.25,14056.0,United Kingdom
Year 2010-2011,545217,22962,JAM JAR WITH PINK LID,1,2011-02-28 16:59:00,1.63,,United Kingdom
Year 2010-2011,545231,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-03-01 10:08:00,1.25,15194.0,United Kingdom
Year 2010-2011,545232,22286,"DECORATION , WOBBLY RABBIT , METAL ",12,2011-03-01 10:19:00,1.65,15676.0,United Kingdom
Year 2010-2011,545314,21749,LARGE RED RETROSPOT WINDMILL,6,2011-03-01 14:11:00,2.1,12866.0,Belgium
Year 2010-2011,545338,23182,TOILET SIGN OCCUPIED OR VACANT,4,2011-03-01 17:32:00,0.83,17449.0,United Kingdom
Year 2010-2011,545340,22606,WOODEN SKITTLES GARDEN SET,2,2011-03-02 08:41:00,15.95,15416.0,United Kingdom
Year 2010-2011,545340,22221,CAKE STAND LOVEBIRD 2 TIER PINK,4,2011-03-02 08:41:00,9.95,15416.0,United Kingdom
Year 2010-2011,545340,22844,VINTAGE CREAM DOG FOOD CONTAINER,2,2011-03-02 08:41:00,8.5,15416.0,United Kingdom
Year 2010-2011,545398,47566B,TEA TIME PARTY BUNTING,12,2011-03-02 11:43:00,4.95,13722.0,United Kingdom
Year 2010-2011,545412,71459,HANGING JAM JAR T-LIGHT HOLDER,48,2011-03-02 12:24:00,0.72,15061.0,United Kingdom
Year 2010-2011,545428,22423,REGENCY CAKESTAND 3 TIER,4,2011-03-02 14:43:00,12.75,14239.0,United Kingdom
Year 2010-2011,545460,21929,JUMBO BAG PINK VINTAGE PAISLEY,7,2011-03-02 17:33:00,1.95,13230.0,United Kingdom
Year 2010-2011,545462,22673,FRENCH GARDEN SIGN BLUE METAL,12,2011-03-03 08:24:00,1.25,17567.0,United Kingdom
Year 2010-2011,545514,22610,PENS ASSORTED FUNNY FACE,36,2011-03-03 12:06:00,0.85,15053.0,United Kingdom
Year 2010-2011,545515,22984,CARD GINGHAM ROSE ,24,2011-03-03 12:06:00,0.42,12727.0,France
Year 2010-2011,545536,22770,MIRROR CORNICE,4,2011-03-03 14:12:00,14.95,12417.0,Belgium
Year 2010-2011,545568,90214N,"LETTER ""N"" BLING KEY RING",2,2011-03-03 16:22:00,0.83,,United Kingdom
Year 2010-2011,545580,21380,WOODEN HAPPY BIRTHDAY GARLAND,6,2011-03-04 08:43:00,2.95,13931.0,United Kingdom
Year 2010-2011,545683,82494L,WOODEN FRAME ANTIQUE WHITE ,3,2011-03-06 11:50:00,2.95,14903.0,United Kingdom
Year 2010-2011,545697,82482,WOODEN PICTURE FRAME WHITE FINISH,1,2011-03-06 14:38:00,2.55,14504.0,United Kingdom
Year 2010-2011,545764,22084,PAPER CHAIN KIT EMPIRE,24,2011-03-07 12:00:00,2.95,13408.0,United Kingdom
Year 2010-2011,545842,20728,LUNCH BAG CARS BLUE,10,2011-03-07 13:37:00,1.65,15498.0,United Kingdom
Year 2010-2011,545854,22148,EASTER CRAFT 4 CHICKS ,12,2011-03-07 13:51:00,1.95,14817.0,United Kingdom
Year 2010-2011,545872,21519,GIN & TONIC DIET GREETING CARD ,12,2011-03-07 14:51:00,0.42,15752.0,United Kingdom
Year 2010-2011,545897,22729,ALARM CLOCK BAKELIKE ORANGE,1,2011-03-07 17:22:00,7.46,,United Kingdom
Year 2010-2011,545901,20726,LUNCH BAG WOODLAND,2,2011-03-07 17:52:00,1.65,15834.0,United Kingdom
Year 2010-2011,545901,20761,BLUE PAISLEY SKETCHBOOK,1,2011-03-07 17:52:00,3.75,15834.0,United Kingdom
Year 2010-2011,545937,21929,JUMBO BAG PINK VINTAGE PAISLEY,30,2011-03-08 12:05:00,1.95,12758.0,Portugal
Year 2010-2011,546003,22905,CALENDAR IN SEASON DESIGN,3,2011-03-08 15:07:00,2.95,16712.0,United Kingdom
Year 2010-2011,546007,21993,FLORAL FOLK STATIONERY SET,2,2011-03-08 15:34:00,2.46,,United Kingdom
Year 2010-2011,546008,22464,HANGING METAL HEART LANTERN,10,2011-03-08 15:43:00,3.29,,United Kingdom
Year 2010-2011,546100,22151,PLACE SETTING WHITE HEART,24,2011-03-09 12:04:00,0.42,16572.0,United Kingdom
Year 2010-2011,546103,84970S,HANGING HEART ZINC T-LIGHT HOLDER,48,2011-03-09 12:14:00,0.85,13093.0,United Kingdom
Year 2010-2011,546107,84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,1,2011-03-09 12:33:00,1.25,17238.0,United Kingdom
Year 2010-2011,546376,85129D,BEADED CRYSTAL HEART PINK SMALL,12,2011-03-11 12:11:00,1.25,13842.0,United Kingdom
Year 2010-2011,546378,22236,CAKE STAND 3 TIER MAGIC GARDEN,2,2011-03-11 12:17:00,12.75,14329.0,United Kingdom
Year 2010-2011,546392,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,1,2011-03-11 14:15:00,1.45,14587.0,United Kingdom
Year 2010-2011,546422,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2011-03-13 11:38:00,2.95,15547.0,United Kingdom
Year 2010-2011,546423,85188B,PINK METAL SWINGING BUNNY,3,2011-03-13 12:39:00,0.85,14502.0,United Kingdom
Year 2010-2011,546430,20711,JUMBO BAG TOYS ,2,2011-03-13 15:55:00,1.95,15918.0,United Kingdom
Year 2010-2011,546438,22962,JAM JAR WITH PINK LID,96,2011-03-14 09:59:00,0.72,15125.0,United Kingdom
Year 2010-2011,546486,22797,CHEST OF DRAWERS GINGHAM HEART ,1,2011-03-14 11:41:00,16.95,15039.0,United Kingdom
Year 2010-2011,546542,21401,BLUE PUDDING SPOON,24,2011-03-14 15:13:00,0.12,13263.0,United Kingdom
Year 2010-2011,546561,84992,72 SWEETHEART FAIRY CAKE CASES,24,2011-03-15 10:34:00,0.55,18260.0,United Kingdom
Year 2010-2011,546580,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2011-03-15 11:09:00,1.95,14911.0,EIRE
Year 2010-2011,546643,22624,IVORY KITCHEN SCALES,2,2011-03-15 13:23:00,8.5,16214.0,United Kingdom
Year 2010-2011,546665,21955,DOORMAT UNION JACK GUNS AND ROSES,2,2011-03-15 15:06:00,7.95,15867.0,United Kingdom
Year 2010-2011,546670,84991,60 TEATIME FAIRY CAKE CASES,6,2011-03-15 15:37:00,0.55,13451.0,United Kingdom
Year 2010-2011,546670,22358,KINGS CHOICE TEA CADDY ,2,2011-03-15 15:37:00,2.95,13451.0,United Kingdom
Year 2010-2011,546678,21239,PINK  POLKADOT CUP,8,2011-03-15 16:39:00,0.85,12681.0,France
Year 2010-2011,546732,84712B,PINK JEWELLED PHOTO FRAME,1,2011-03-16 11:41:00,7.95,14606.0,United Kingdom
Year 2010-2011,C546735,22933,BAKING MOULD EASTER EGG MILK CHOC,-144,2011-03-16 11:50:00,2.1,16029.0,United Kingdom
Year 2010-2011,546742,22721,SET OF 3 CAKE TINS SKETCHBOOK,2,2011-03-16 12:26:00,4.95,12849.0,United Kingdom
Year 2010-2011,546742,22501,PICNIC BASKET WICKER LARGE,1,2011-03-16 12:26:00,9.95,12849.0,United Kingdom
Year 2010-2011,546769,22268,EASTER DECORATION SITTING BUNNY,12,2011-03-16 14:57:00,0.85,17504.0,United Kingdom
Year 2010-2011,546782,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,2011-03-17 09:13:00,0.95,15291.0,United Kingdom
Year 2010-2011,546784,22917,HERB MARKER ROSEMARY,12,2011-03-17 09:49:00,0.65,18189.0,United Kingdom
Year 2010-2011,546784,22426,ENAMEL WASH BOWL CREAM,4,2011-03-17 09:49:00,3.75,18189.0,United Kingdom
Year 2010-2011,C546997,84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,-6,2011-03-18 13:32:00,0.55,12748.0,United Kingdom
Year 2010-2011,547028,22191,IVORY DINER WALL CLOCK,1,2011-03-20 10:13:00,8.5,13593.0,United Kingdom
Year 2010-2011,547058,21870,I CAN ONLY PLEASE ONE PERSON MUG,12,2011-03-20 12:44:00,1.25,14232.0,United Kingdom
Year 2010-2011,547064,21866,UNION JACK FLAG LUGGAGE TAG,12,2011-03-20 13:38:00,1.25,16096.0,United Kingdom
Year 2010-2011,547088,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,8,2011-03-20 16:02:00,2.55,14223.0,United Kingdom
Year 2010-2011,547102,20717,STRAWBERRY SHOPPER BAG,10,2011-03-21 10:41:00,1.25,14245.0,United Kingdom
Year 2010-2011,C547237,21833,CAMOUFLAGE LED TORCH,-24,2011-03-21 16:29:00,1.69,16080.0,United Kingdom
Year 2010-2011,547359,20712,JUMBO BAG WOODLAND ANIMALS,2,2011-03-22 12:27:00,1.95,15719.0,United Kingdom
Year 2010-2011,547380,20775,DAISY NOTEBOOK ,2,2011-03-22 15:20:00,1.65,16809.0,United Kingdom
Year 2010-2011,547386,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1,2011-03-22 15:52:00,10.79,,United Kingdom
Year 2010-2011,547485,84997B,CHILDRENS CUTLERY RETROSPOT RED ,2,2011-03-23 11:16:00,4.15,17019.0,United Kingdom
Year 2010-2011,547496,22189,CREAM HEART CARD HOLDER,4,2011-03-23 12:13:00,3.95,18075.0,United Kingdom
Year 2010-2011,547497,21625,VINTAGE UNION JACK APRON,4,2011-03-23 12:15:00,6.95,14461.0,United Kingdom
Year 2010-2011,547498,22384,LUNCH BAG PINK POLKADOT,1,2011-03-23 12:24:00,1.65,15021.0,United Kingdom
Year 2010-2011,547663,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,4,2011-03-24 13:16:00,2.95,16022.0,United Kingdom
