cumulative_customer_pct,cumulative_revenue_pct
53.6227,94.54
53.6398,94.55
53.6569,94.55
53.674,94.55
53.691,94.56
53.7081,94.56
53.7252,94.57
53.7423,94.57
53.7594,94.58
53.7765,94.58
53.7936,94.59
53.8107,94.59
53.8278,94.59
53.8448,94.6
53.8619,94.6
53.879,94.61
53.8961,94.61
53.9132,94.62
53.9303,94.62
53.9474,94.63
53.9645,94.63
53.9815,94.63
53.9986,94.64
54.0157,94.64
54.0328,94.65
54.0499,94.65
54.067,94.66
54.0841,94.66
54.1012,94.67
54.1183,94.67
54.1353,94.67
54.1524,94.68
54.1695,94.68
54.1866,94.69
54.2037,94.69
54.2208,94.7
54.2379,94.7
54.255,94.71
54.272,94.71
54.2891,94.71
54.3062,94.72
54.3233,94.72
54.3404,94.73
54.3575,94.73
54.3746,94.74
54.3917,94.74
54.4087,94.75
54.4258,94.75
54.4429,94.75
54.46,94.76
54.4771,94.76
54.4942,94.77
54.5113,94.77
54.5284,94.78
54.5455,94.78
54.5625,94.78
54.5796,94.79
54.5967,94.79
54.6138,94.8
54.6309,94.8
54.648,94.81
54.6651,94.81
54.6822,94.81
54.6992,94.82
54.7163,94.82
54.7334,94.83
54.7505,94.83
54.7676,94.84
54.7847,94.84
54.8018,94.84
54.8189,94.85
54.836,94.85
54.853,94.86
54.8701,94.86
54.8872,94.87
54.9043,94.87
54.9214,94.87
54.9385,94.88
54.9556,94.88
54.9727,94.89
54.9897,94.89
55.0068,94.9
55.0239,94.9
55.041,94.9
55.0581,94.91
55.0752,94.91
55.0923,94.92
55.1094,94.92
55.1265,94.93
55.1435,94.93
55.1606,94.93
55.1777,94.94
55.1948,94.94
55.2119,94.95
55.229,94.95
55.2461,94.96
55.2632,94.96
55.2802,94.96
55.2973,94.97
55.3144,94.97
55.3315,94.98
55.3486,94.98
55.3657,94.98
55.3828,94.99
55.3999,94.99
55.417,95.0
55.434,95.0
55.4511,95.01
55.4682,95.01
55.4853,95.01
55.5024,95.02
55.5195,95.02
55.5366,95.03
55.5537,95.03
55.5707,95.04
55.5878,95.04
55.6049,95.04
55.622,95.05
55.6391,95.05
55.6562,95.06
55.6733,95.06
55.6904,95.06
55.7075,95.07
55.7245,95.07
55.7416,95.08
55.7587,95.08
55.7758,95.08
55.7929,95.09
55.81,95.09
55.8271,95.1
55.8442,95.1
55.8612,95.11
55.8783,95.11
55.8954,95.11
55.9125,95.12
55.9296,95.12
55.9467,95.13
55.9638,95.13
55.9809,95.13
55.9979,95.14
56.015,95.14
56.0321,95.15
56.0492,95.15
56.0663,95.15
56.0834,95.16
56.1005,95.16
56.1176,95.17
56.1347,95.17
56.1517,95.18
56.1688,95.18
56.1859,95.18
56.203,95.19
56.2201,95.19
56.2372,95.2
56.2543,95.2
56.2714,95.2
56.2884,95.21
56.3055,95.21
56.3226,95.22
56.3397,95.22
56.3568,95.22
56.3739,95.23
56.391,95.23
56.4081,95.24
56.4252,95.24
56.4422,95.24
56.4593,95.25
56.4764,95.25
56.4935,95.26
56.5106,95.26
56.5277,95.26
56.5448,95.27
56.5619,95.27
56.5789,95.28
56.596,95.28
56.6131,95.28
56.6302,95.29
56.6473,95.29
56.6644,95.3
56.6815,95.3
56.6986,95.3
56.7157,95.31
56.7327,95.31
56.7498,95.32
56.7669,95.32
56.784,95.32
56.8011,95.33
56.8182,95.33
56.8353,95.34
56.8524,95.34
56.8694,95.34
56.8865,95.35
56.9036,95.35
56.9207,95.36
56.9378,95.36
56.9549,95.36
56.972,95.37
56.9891,95.37
57.0062,95.38
57.0232,95.38
57.0403,95.38
57.0574,95.39
57.0745,95.39
57.0916,95.39
57.1087,95.4
57.1258,95.4
57.1429,95.41
57.1599,95.41
57.177,95.41
57.1941,95.42
57.2112,95.42
57.2283,95.43
57.2454,95.43
57.2625,95.43
57.2796,95.44
57.2967,95.44
57.3137,95.45
57.3308,95.45
57.3479,95.45
57.365,95.46
57.3821,95.46
57.3992,95.47
57.4163,95.47
57.4334,95.47
57.4504,95.48
57.4675,95.48
57.4846,95.48
57.5017,95.49
57.5188,95.49
57.5359,95.5
57.553,95.5
57.5701,95.5
57.5871,95.51
57.6042,95.51
57.6213,95.52
57.6384,95.52
57.6555,95.52
57.6726,95.53
57.6897,95.53
57.7068,95.54
57.7239,95.54
57.7409,95.54
57.758,95.55
57.7751,95.55
57.7922,95.55
57.8093,95.56
57.8264,95.56
57.8435,95.57
57.8606,95.57
57.8776,95.57
57.8947,95.58
57.9118,95.58
57.9289,95.58
57.946,95.59
57.9631,95.59
57.9802,95.6
57.9973,95.6
58.0144,95.6
58.0314,95.61
58.0485,95.61
58.0656,95.62
58.0827,95.62
58.0998,95.62
58.1169,95.63
58.134,95.63
58.1511,95.63
58.1681,95.64
58.1852,95.64
58.2023,95.65
58.2194,95.65
58.2365,95.65
58.2536,95.66
58.2707,95.66
58.2878,95.66
58.3049,95.67
58.3219,95.67
58.339,95.68
58.3561,95.68
58.3732,95.68
58.3903,95.69
58.4074,95.69
58.4245,95.69
58.4416,95.7
58.4586,95.7
58.4757,95.71
58.4928,95.71
58.5099,95.71
58.527,95.72
58.5441,95.72
58.5612,95.72
58.5783,95.73
58.5954,95.73
58.6124,95.74
58.6295,95.74
58.6466,95.74
58.6637,95.75
58.6808,95.75
58.6979,95.75
58.715,95.76
58.7321,95.76
58.7491,95.77
58.7662,95.77
58.7833,95.77
58.8004,95.78
58.8175,95.78
58.8346,95.78
58.8517,95.79
58.8688,95.79
58.8859,95.8
58.9029,95.8
58.92,95.8
58.9371,95.81
58.9542,95.81
58.9713,95.81
58.9884,95.82
59.0055,95.82
59.0226,95.82
59.0396,95.83
59.0567,95.83
59.0738,95.84
59.0909,95.84
59.108,95.84
59.1251,95.85
59.1422,95.85
59.1593,95.85
59.1763,95.86
59.1934,95.86
59.2105,95.86
59.2276,95.87
59.2447,95.87
59.2618,95.88
59.2789,95.88
59.296,95.88
59.3131,95.89
59.3301,95.89
59.3472,95.89
59.3643,95.9
59.3814,95.9
59.3985,95.9
59.4156,95.91
59.4327,95.91
59.4498,95.91
59.4668,95.92
59.4839,95.92
59.501,95.93
59.5181,95.93
59.5352,95.93
59.5523,95.94
59.5694,95.94
59.5865,95.94
59.6036,95.95
59.6206,95.95
59.6377,95.95
59.6548,95.96
59.6719,95.96
59.689,95.96
59.7061,95.97
59.7232,95.97
59.7403,95.98
59.7573,95.98
59.7744,95.98
59.7915,95.99
59.8086,95.99
59.8257,95.99
59.8428,96.0
59.8599,96.0
59.877,96.0
59.8941,96.01
59.9111,96.01
59.9282,96.01
59.9453,96.02
59.9624,96.02
59.9795,96.03
59.9966,96.03
60.0137,96.03
60.0308,96.04
60.0478,96.04
60.0649,96.04
60.082,96.05
60.0991,96.05
60.1162,96.05
60.1333,96.06
60.1504,96.06
60.1675,96.06
60.1846,96.07
60.2016,96.07
60.2187,96.07
60.2358,96.08
60.2529,96.08
60.27,96.08
60.2871,96.09
60.3042,96.09
60.3213,96.1
60.3383,96.1
60.3554,96.1
60.3725,96.11
60.3896,96.11
60.4067,96.11
60.4238,96.12
60.4409,96.12
60.458,96.12
60.4751,96.13
60.4921,96.13
60.5092,96.13
60.5263,96.14
60.5434,96.14
60.5605,96.14
60.5776,96.15
60.5947,96.15
60.6118,96.15
60.6288,96.16
60.6459,96.16
60.663,96.16
60.6801,96.17
60.6972,96.17
60.7143,96.17
60.7314,96.18
60.7485,96.18
60.7656,96.19
60.7826,96.19
60.7997,96.19
60.8168,96.2
60.8339,96.2
60.851,96.2
60.8681,96.21
60.8852,96.21
60.9023,96.21
60.9193,96.22
60.9364,96.22
60.9535,96.22
60.9706,96.23
60.9877,96.23
61.0048,96.23
61.0048,96.24
61.039,96.24
61.056,96.24
61.0731,96.25
61.0902,96.25
61.1073,96.25
61.1244,96.26
61.1415,96.26
61.1586,96.26
61.1757,96.27
61.1928,96.27
61.2098,96.27
61.2269,96.28
61.244,96.28
61.2611,96.28
61.2782,96.29
61.2953,96.29
61.3124,96.29
61.3295,96.3
61.3465,96.3
61.3636,96.3
61.3807,96.31
61.3978,96.31
61.4149,96.31
61.432,96.32
61.4491,96.32
61.4662,96.32
61.4833,96.33
61.5003,96.33
61.5174,96.33
61.5345,96.34
61.5516,96.34
61.5687,96.34
61.5858,96.35
61.6029,96.35
61.62,96.35
61.637,96.36
61.6541,96.36
61.6712,96.36
61.6883,96.37
61.7054,96.37
61.7225,96.37
61.7396,96.38
61.7567,96.38
61.7738,96.38
61.7908,96.39
61.8079,96.39
61.825,96.39
61.8421,96.4
61.8421,96.4
61.8763,96.4
61.8934,96.41
61.9105,96.41
61.9275,96.41
61.9446,96.42
61.9617,96.42
61.9788,96.42
61.9959,96.43
62.013,96.43
62.0301,96.43
62.0472,96.44
62.0643,96.44
62.0813,96.44
62.0984,96.45
62.1155,96.45
62.1326,96.45
62.1497,96.45
62.1668,96.46
62.1839,96.46
62.201,96.46
62.218,96.47
62.2351,96.47
62.2522,96.47
62.2693,96.48
62.2864,96.48
62.3035,96.48
62.3206,96.49
62.3377,96.49
62.3548,96.49
62.3718,96.5
62.3889,96.5
62.406,96.5
62.4231,96.51
62.4402,96.51
62.4573,96.51
62.4744,96.52
62.4915,96.52
62.5085,96.52
62.5256,96.53
62.5427,96.53
62.5598,96.53
62.5769,96.54
62.594,96.54
62.6111,96.54
62.6282,96.54
62.6452,96.55
62.6623,96.55
62.6794,96.55
62.6965,96.56
62.7136,96.56
62.7307,96.56
62.7478,96.57
62.7649,96.57
62.782,96.57
62.799,96.58
62.8161,96.58
62.8332,96.58
62.8503,96.59
62.8674,96.59
62.8845,96.59
62.9016,96.6
62.9187,96.6
62.9357,96.6
62.9528,96.6
62.9699,96.61
62.987,96.61
63.0041,96.61
63.0212,96.62
63.0383,96.62
63.0554,96.62
63.0725,96.63
63.0895,96.63
63.1066,96.63
63.1237,96.64
63.1408,96.64
63.1579,96.64
63.175,96.65
63.1921,96.65
63.2092,96.65
63.2262,96.65
63.2433,96.66
63.2604,96.66
63.2775,96.66
63.2946,96.67
63.3117,96.67
63.3288,96.67
63.3459,96.68
63.363,96.68
63.38,96.68
63.3971,96.69
63.4142,96.69
63.4313,96.69
63.4484,96.7
63.4655,96.7
63.4826,96.7
63.4997,96.7
63.5167,96.71
63.5338,96.71
63.5509,96.71
63.568,96.72
63.5851,96.72
63.6022,96.72
63.6193,96.73
63.6364,96.73
63.6535,96.73
63.6705,96.74
63.6876,96.74
63.7047,96.74
63.7218,96.74
63.7389,96.75
63.756,96.75
63.7731,96.75
63.7902,96.76
63.8072,96.76
63.8243,96.76
63.8414,96.77
63.8585,96.77
63.8756,96.77
63.8927,96.77
63.9098,96.78
63.9269,96.78
63.944,96.78
63.961,96.79
63.9781,96.79
63.9952,96.79
64.0123,96.8
64.0294,96.8
64.0465,96.8
64.0636,96.81
64.0807,96.81
64.0977,96.81
64.1148,96.81
64.1319,96.82
64.149,96.82
64.1661,96.82
64.1832,96.83
64.2003,96.83
64.2174,96.83
64.2344,96.84
64.2515,96.84
64.2686,96.84
64.2857,96.84
64.3028,96.85
64.3199,96.85
64.337,96.85
64.3541,96.86
64.3712,96.86
64.3882,96.86
64.4053,96.86
64.4224,96.87
64.4395,96.87
64.4566,96.87
64.4737,96.88
64.4908,96.88
64.5079,96.88
64.5249,96.89
64.542,96.89
64.5591,96.89
64.5762,96.89
64.5933,96.9
64.6104,96.9
64.6275,96.9
64.6446,96.91
64.6617,96.91
64.6787,96.91
64.6958,96.92
64.7129,96.92
64.73,96.92
64.7471,96.92
64.7642,96.93
64.7813,96.93
64.7984,96.93
64.8154,96.94
64.8325,96.94
64.8496,96.94
64.8667,96.94
64.8838,96.95
64.9009,96.95
64.918,96.95
64.9351,96.96
64.9522,96.96
64.9692,96.96
64.9863,96.96
65.0034,96.97
65.0205,96.97
65.0376,96.97
65.0547,96.98
65.0718,96.98
65.0889,96.98
65.1059,96.98
65.123,96.99
65.1401,96.99
65.1572,96.99
65.1743,97.0
65.1914,97.0
65.2085,97.0
65.2256,97.01
65.2427,97.01
65.2597,97.01
65.2768,97.01
65.2939,97.02
65.311,97.02
65.3281,97.02
65.3452,97.03
65.3623,97.03
65.3794,97.03
65.3964,97.03
65.4135,97.04
65.4306,97.04
65.4477,97.04
65.4648,97.05
65.4819,97.05
65.499,97.05
65.5161,97.05
65.5332,97.06
65.5502,97.06
65.5673,97.06
65.5844,97.06
65.6015,97.07
65.6186,97.07
65.6357,97.07
65.6528,97.08
65.6699,97.08
65.6869,97.08
65.704,97.08
65.7211,97.09
65.7382,97.09
65.7553,97.09
65.7724,97.1
65.7895,97.1
65.8066,97.1
65.8237,97.1
65.8407,97.11
65.8578,97.11
65.8749,97.11
65.892,97.12
65.9091,97.12
65.9262,97.12
65.9433,97.12
65.9604,97.13
65.9774,97.13
65.9945,97.13
66.0116,97.14
66.0287,97.14
66.0458,97.14
66.0629,97.14
66.08,97.15
66.0971,97.15
66.1141,97.15
66.1312,97.15
66.1483,97.16
66.1654,97.16
66.1825,97.16
66.1996,97.17
66.2167,97.17
66.2338,97.17
66.2509,97.17
66.2679,97.18
66.285,97.18
66.3021,97.18
66.3192,97.18
66.3363,97.19
66.3534,97.19
66.3705,97.19
66.3876,97.2
66.4046,97.2
66.4217,97.2
66.4388,97.2
66.4559,97.21
66.473,97.21
66.4901,97.21
66.5072,97.21
66.5243,97.22
66.5414,97.22
66.5584,97.22
66.5755,97.23
66.5926,97.23
66.6097,97.23
66.6268,97.23
66.6439,97.24
66.661,97.24
66.6781,97.24
66.6951,97.24
66.7122,97.25
66.7293,97.25
66.7464,97.25
66.7635,97.26
66.7806,97.26
66.7977,97.26
66.8148,97.26
66.8319,97.27
66.8489,97.27
66.866,97.27
66.8831,97.27
66.9002,97.28
66.9173,97.28
66.9344,97.28
66.9515,97.28
66.9686,97.29
66.9856,97.29
67.0027,97.29
67.0198,97.3
67.0369,97.3
67.054,97.3
67.0711,97.3
67.0882,97.31
67.1053,97.31
67.1224,97.31
67.1394,97.31
67.1565,97.32
67.1736,97.32
67.1907,97.32
67.2078,97.32
67.2249,97.33
67.242,97.33
67.2591,97.33
67.2761,97.33
67.2932,97.34
67.3103,97.34
67.3274,97.34
67.3445,97.35
67.3616,97.35
67.3787,97.35
67.3958,97.35
67.4129,97.36
67.4299,97.36
67.447,97.36
67.4641,97.36
67.4812,97.37
67.4983,97.37
67.5154,97.37
67.5325,97.37
67.5496,97.38
67.5666,97.38
67.5837,97.38
67.6008,97.38
67.6179,97.39
67.635,97.39
67.6521,97.39
67.6692,97.39
67.6863,97.4
67.7033,97.4
67.7204,97.4
67.7375,97.4
67.7546,97.41
67.7717,97.41
67.7888,97.41
67.8059,97.41
67.823,97.42
67.8401,97.42
67.8571,97.42
67.8742,97.43
67.8913,97.43
67.9084,97.43
67.9255,97.43
67.9426,97.44
67.9597,97.44
67.9768,97.44
67.9938,97.44
68.0109,97.45
68.028,97.45
68.0451,97.45
68.0622,97.45
68.0793,97.46
68.0964,97.46
68.1135,97.46
68.1306,97.46
68.1476,97.47
68.1647,97.47
68.1818,97.47
68.1989,97.47
68.216,97.48
68.2331,97.48
68.2502,97.48
68.2673,97.48
68.2843,97.49
68.3014,97.49
68.3185,97.49
68.3356,97.49
68.3527,97.5
68.3527,97.5
68.3869,97.5
68.404,97.5
68.4211,97.51
68.4381,97.51
68.4552,97.51
68.4723,97.51
68.4894,97.52
68.5065,97.52
68.5236,97.52
68.5407,97.52
68.5578,97.53
68.5748,97.53
68.5919,97.53
68.609,97.53
68.6261,97.54
68.6432,97.54
68.6603,97.54
68.6774,97.54
68.6945,97.55
68.7116,97.55
68.7286,97.55
68.7457,97.55
68.7628,97.56
68.7799,97.56
68.797,97.56
68.8141,97.56
68.8312,97.57
68.8483,97.57
68.8653,97.57
68.8824,97.57
68.8995,97.57
68.9166,97.58
68.9337,97.58
68.9508,97.58
68.9679,97.58
68.985,97.59
69.0021,97.59
69.0191,97.59
69.0362,97.59
69.0533,97.6
69.0704,97.6
69.0875,97.6
69.1046,97.6
69.1217,97.61
69.1388,97.61
69.1558,97.61
69.1729,97.61
69.19,97.62
69.2071,97.62
69.2242,97.62
69.2413,97.62
69.2584,97.63
69.2755,97.63
69.2925,97.63
69.3096,97.63
69.3267,97.64
69.3438,97.64
69.3609,97.64
69.378,97.64
69.3951,97.65
69.4122,97.65
69.4293,97.65
69.4463,97.65
69.4634,97.65
69.4805,97.66
69.4976,97.66
69.5147,97.66
69.5318,97.66
69.5489,97.67
69.566,97.67
69.583,97.67
69.6001,97.67
69.6172,97.68
69.6343,97.68
69.6514,97.68
69.6685,97.68
69.6856,97.69
69.7027,97.69
69.7198,97.69
69.7368,97.69
69.7539,97.7
69.771,97.7
69.7881,97.7
69.8052,97.7
69.8223,97.71
69.8394,97.71
69.8565,97.71
69.8735,97.71
69.8906,97.71
69.9077,97.72
69.9248,97.72
69.9419,97.72
69.959,97.72
69.9761,97.73
69.9932,97.73
70.0103,97.73
70.0273,97.73
70.0444,97.74
70.0615,97.74
70.0786,97.74
70.0957,97.74
70.1128,97.75
70.1299,97.75
70.147,97.75
70.164,97.75
70.1811,97.75
70.1982,97.76
70.2153,97.76
70.2324,97.76
70.2495,97.76
70.2666,97.77
70.2837,97.77
70.3008,97.77
70.3178,97.77
70.3349,97.78
70.352,97.78
70.3691,97.78
70.3862,97.78
70.4033,97.78
70.4033,97.79
70.4375,97.79
70.4545,97.79
70.4716,97.79
70.4887,97.8
70.5058,97.8
70.5229,97.8
70.54,97.8
70.5571,97.81
70.5742,97.81
70.5913,97.81
70.6083,97.81
70.6254,97.82
70.6425,97.82
70.6596,97.82
70.6767,97.82
70.6938,97.82
70.7109,97.83
70.728,97.83
70.745,97.83
70.7621,97.83
70.7792,97.84
70.7963,97.84
70.8134,97.84
70.8305,97.84
70.8476,97.84
70.8647,97.85
70.8817,97.85
70.8988,97.85
70.9159,97.85
70.933,97.86
70.9501,97.86
70.9672,97.86
70.9843,97.86
71.0014,97.87
71.0185,97.87
71.0355,97.87
71.0526,97.87
71.0697,97.87
71.0868,97.88
71.1039,97.88
71.121,97.88
71.1381,97.88
71.1552,97.89
71.1722,97.89
71.1893,97.89
71.2064,97.89
71.2235,97.9
71.2406,97.9
71.2577,97.9
71.2748,97.9
71.2919,97.9
71.309,97.91
71.326,97.91
71.3431,97.91
71.3602,97.91
71.3773,97.92
71.3944,97.92
71.4115,97.92
71.4286,97.92
71.4457,97.92
71.4627,97.93
71.4627,97.93
71.4969,97.93
71.514,97.93
71.5311,97.94
71.5482,97.94
71.5653,97.94
71.5824,97.94
71.5995,97.94
71.6165,97.95
71.6336,97.95
71.6507,97.95
71.6678,97.95
71.6849,97.96
71.702,97.96
71.7191,97.96
71.7362,97.96
71.7532,97.96
71.7703,97.97
71.7874,97.97
71.8045,97.97
71.8216,97.97
71.8387,97.98
71.8558,97.98
71.8729,97.98
71.89,97.98
71.907,97.98
71.9241,97.99
71.9412,97.99
71.9583,97.99
71.9754,97.99
71.9925,98.0
72.0096,98.0
72.0267,98.0
72.0437,98.0
72.0608,98.0
72.0779,98.01
72.095,98.01
72.1121,98.01
72.1292,98.01
72.1463,98.01
72.1634,98.02
72.1805,98.02
72.1975,98.02
72.2146,98.02
72.2317,98.03
72.2488,98.03
72.2659,98.03
72.283,98.03
72.3001,98.03
72.3172,98.04
72.3342,98.04
72.3513,98.04
72.3684,98.04
72.3855,98.05
72.4026,98.05
72.4197,98.05
72.4368,98.05
72.4539,98.05
72.471,98.06
72.488,98.06
72.5051,98.06
72.5222,98.06
72.5393,98.07
72.5564,98.07
72.5735,98.07
72.5906,98.07
72.6077,98.07
72.6247,98.08
72.6418,98.08
72.6589,98.08
72.676,98.08
72.6931,98.08
72.7102,98.09
72.7273,98.09
72.7444,98.09
72.7614,98.09
72.7785,98.1
72.7956,98.1
72.8127,98.1
72.8298,98.1
72.8469,98.1
72.864,98.11
72.8811,98.11
72.8982,98.11
72.9152,98.11
72.9323,98.11
72.9494,98.12
72.9665,98.12
72.9836,98.12
73.0007,98.12
73.0178,98.13
73.0349,98.13
73.0519,98.13
73.069,98.13
73.0861,98.13
73.1032,98.14
73.1203,98.14
73.1374,98.14
73.1545,98.14
73.1716,98.14
73.1887,98.15
73.2057,98.15
73.2228,98.15
73.2399,98.15
73.257,98.15
73.2741,98.16
73.2912,98.16
73.3083,98.16
73.3254,98.16
73.3424,98.17
73.3595,98.17
73.3766,98.17
73.3937,98.17
73.4108,98.17
73.4279,98.18
73.445,98.18
73.4621,98.18
73.4792,98.18
73.4962,98.18
73.5133,98.19
73.5304,98.19
73.5475,98.19
73.5646,98.19
73.5817,98.19
73.5988,98.2
73.6159,98.2
73.6329,98.2
73.65,98.2
73.65,98.2
73.6842,98.21
73.7013,98.21
73.7013,98.21
73.7355,98.21
73.7526,98.22
73.7697,98.22
73.7867,98.22
73.8038,98.22
73.8209,98.22
73.838,98.23
73.8551,98.23
73.8722,98.23
73.8893,98.23
73.9064,98.23
73.9234,98.24
73.9405,98.24
73.9576,98.24
73.9747,98.24
73.9918,98.24
74.0089,98.25
74.026,98.25
74.0431,98.25
74.0602,98.25
74.0772,98.25
74.0943,98.26
74.1114,98.26
74.1285,98.26
74.1456,98.26
74.1627,98.26
74.1798,98.27
74.1969,98.27
74.2139,98.27
74.231,98.27
74.2481,98.27
74.2652,98.28
74.2823,98.28
74.2994,98.28
74.3165,98.28
74.3336,98.28
74.3506,98.29
74.3677,98.29
74.3848,98.29
74.4019,98.29
74.419,98.29
74.4361,98.3
74.4532,98.3
74.4703,98.3
74.4874,98.3
74.5044,98.3
74.5215,98.31
74.5386,98.31
74.5557,98.31
74.5728,98.31
74.5899,98.31
74.607,98.32
74.6241,98.32
74.6411,98.32
74.6582,98.32
74.6753,98.32
74.6924,98.33
74.7095,98.33
74.7266,98.33
74.7437,98.33
74.7608,98.33
74.7779,98.34
74.7949,98.34
74.812,98.34
74.8291,98.34
74.8462,98.34
74.8633,98.35
74.8804,98.35
74.8975,98.35
74.9146,98.35
74.9316,98.35
74.9487,98.36
74.9658,98.36
74.9829,98.36
75.0,98.36
75.0171,98.36
75.0342,98.37
75.0513,98.37
75.0684,98.37
75.0854,98.37
75.1025,98.37
75.1025,98.38
75.1367,98.38
75.1538,98.38
75.1709,98.38
75.188,98.38
75.2051,98.39
75.2221,98.39
75.2392,98.39
75.2563,98.39
75.2734,98.39
75.2905,98.4
75.3076,98.4
75.3247,98.4
75.3418,98.4
75.3589,98.4
75.3759,98.41
75.393,98.41
75.4101,98.41
75.4272,98.41
75.4443,98.41
75.4614,98.42
75.4785,98.42
75.4956,98.42
75.5126,98.42
75.5297,98.42
75.5468,98.43
75.5639,98.43
75.581,98.43
75.5981,98.43
75.6152,98.43
75.6323,98.44
75.6494,98.44
75.6664,98.44
75.6835,98.44
75.7006,98.44
75.7177,98.44
75.7348,98.45
75.7519,98.45
75.769,98.45
75.7861,98.45
75.8031,98.45
75.8202,98.46
75.8373,98.46
75.8544,98.46
75.8715,98.46
75.8886,98.46
75.9057,98.47
75.9228,98.47
75.9398,98.47
75.9569,98.47
75.974,98.47
75.9911,98.48
76.0082,98.48
76.0253,98.48
76.0424,98.48
76.0595,98.48
76.0766,98.48
76.0936,98.49
76.1107,98.49
76.1278,98.49
76.1449,98.49
76.162,98.49
76.1791,98.5
76.1962,98.5
76.2133,98.5
76.2303,98.5
76.2474,98.5
76.2645,98.51
76.2816,98.51
76.2987,98.51
76.3158,98.51
76.3329,98.51
76.35,98.52
76.3671,98.52
76.3841,98.52
76.4012,98.52
76.4183,98.52
76.4354,98.52
76.4525,98.53
76.4696,98.53
76.4867,98.53
76.5038,98.53
76.5208,98.53
76.5379,98.54
76.555,98.54
76.5721,98.54
76.5892,98.54
76.6063,98.54
76.6234,98.55
76.6405,98.55
76.6576,98.55
76.6746,98.55
76.6917,98.55
76.7088,98.55
76.7259,98.56
76.743,98.56
76.7601,98.56
76.7772,98.56
76.7943,98.56
76.8113,98.57
76.8284,98.57
76.8455,98.57
76.8626,98.57
76.8797,98.57
76.8968,98.57
76.9139,98.58
76.931,98.58
76.9481,98.58
76.9651,98.58
76.9822,98.58
76.9993,98.59
77.0164,98.59
77.0335,98.59
77.0506,98.59
77.0677,98.59
77.0848,98.6
77.1018,98.6
77.1189,98.6
77.136,98.6
77.1531,98.6
77.1702,98.6
77.1873,98.61
77.2044,98.61
77.2215,98.61
77.2386,98.61
77.2556,98.61
77.2727,98.62
77.2898,98.62
77.3069,98.62
77.324,98.62
77.3411,98.62
77.3582,98.62
77.3753,98.63
77.3923,98.63
77.4094,98.63
77.4265,98.63
77.4436,98.63
77.4607,98.64
77.4778,98.64
77.4949,98.64
77.512,98.64
77.529,98.64
77.5461,98.64
77.5632,98.65
77.5803,98.65
77.5974,98.65
77.6145,98.65
77.6316,98.65
77.6487,98.66
77.6658,98.66
77.6828,98.66
77.6999,98.66
77.717,98.66
77.7341,98.66
77.7512,98.67
77.7683,98.67
77.7854,98.67
77.8025,98.67
77.8195,98.67
77.8366,98.67
77.8537,98.68
77.8708,98.68
77.8879,98.68
77.905,98.68
77.9221,98.68
77.9392,98.69
77.9563,98.69
77.9733,98.69
77.9904,98.69
78.0075,98.69
78.0246,98.69
78.0417,98.7
78.0588,98.7
78.0759,98.7
78.093,98.7
78.11,98.7
78.1271,98.71
78.1442,98.71
78.1613,98.71
78.1784,98.71
78.1955,98.71
78.2126,98.71
78.2297,98.72
78.2468,98.72
78.2638,98.72
78.2809,98.72
78.298,98.72
78.3151,98.72
78.3322,98.73
78.3493,98.73
78.3664,98.73
78.3835,98.73
78.4005,98.73
78.4176,98.74
78.4347,98.74
78.4518,98.74
78.4689,98.74
78.486,98.74
78.5031,98.74
78.5202,98.75
78.5373,98.75
78.5543,98.75
78.5714,98.75
78.5885,98.75
78.6056,98.75
78.6227,98.76
78.6398,98.76
78.6569,98.76
78.674,98.76
78.691,98.76
78.7081,98.77
78.7252,98.77
78.7423,98.77
78.7594,98.77
78.7594,98.77
78.7936,98.77
78.8107,98.78
78.8278,98.78
78.8278,98.78
78.8619,98.78
78.879,98.78
78.8961,98.78
78.9132,98.79
78.9303,98.79
78.9303,98.79
78.9645,98.79
78.9815,98.79
78.9986,98.79
79.0157,98.8
79.0328,98.8
79.0499,98.8
79.067,98.8
79.0841,98.8
79.1012,98.81
79.1183,98.81
79.1353,98.81
79.1524,98.81
79.1695,98.81
79.1866,98.81
79.2037,98.82
79.2208,98.82
79.2379,98.82
79.255,98.82
79.272,98.82
79.2891,98.82
79.3062,98.83
79.3233,98.83
79.3404,98.83
79.3575,98.83
79.3746,98.83
79.3917,98.83
79.4087,98.84
79.4258,98.84
79.4429,98.84
79.46,98.84
79.4771,98.84
79.4942,98.84
79.5113,98.85
79.5284,98.85
79.5455,98.85
79.5625,98.85
79.5796,98.85
79.5967,98.85
79.6138,98.86
79.6309,98.86
79.648,98.86
79.6651,98.86
79.6822,98.86
79.6992,98.87
79.7163,98.87
79.7334,98.87
79.7505,98.87
79.7676,98.87
79.7847,98.87
79.8018,98.88
79.8189,98.88
79.836,98.88
79.853,98.88
79.8701,98.88
79.8872,98.88
79.9043,98.89
79.9214,98.89
79.9385,98.89
79.9556,98.89
79.9727,98.89
79.9897,98.89
80.0068,98.9
80.0239,98.9
80.041,98.9
80.0581,98.9
80.0752,98.9
80.0923,98.9
80.1094,98.91
80.1265,98.91
80.1435,98.91
80.1606,98.91
80.1777,98.91
80.1948,98.91
80.2119,98.92
80.229,98.92
80.2461,98.92
80.2632,98.92
80.2802,98.92
80.2973,98.92
80.3144,98.92
80.3315,98.93
80.3486,98.93
80.3657,98.93
80.3828,98.93
80.3999,98.93
80.417,98.93
80.434,98.94
80.4511,98.94
